online_order,book_table,rate,votes,location,cuisines,costing,listed_in(type)
Yes,No,3.9,20,Sanjay Nagar,2,500,Delivery
Yes,No,3.9,227,BTM,4,500,Delivery
Yes,No,4.2,289,Bannerghatta Road,3,400,Delivery
Yes,No,3.4,6,Koramangala 1st Block,4,450,Delivery
Yes,No,3.7,42,Race Course Road,3,900,Delivery
Yes,No,3.7,49,Brookefield,2,300,Delivery
Yes,No,3.7,31,BTM,1,150,Delivery
No,No,4.0,516,Residency Road,3,1000,Pubs and bars
Yes,No,3.1,44,Marathahalli,3,500,Dine-out
Yes,No,4.5,857,Indiranagar,6,500,Delivery
Yes,No,3.2,43,Indiranagar,1,300,Dine-out
Yes,No,3.700448817952718,0,Electronic City,2,500,Cafes
Yes,No,3.7,29,Whitefield,3,450,Dine-out
No,No,3.700448817952718,0,HSR,1,150,Delivery
Yes,No,3.0,4,JP Nagar,1,300,Delivery
Yes,No,4.0,73,Brookefield,1,200,Delivery
Yes,No,3.4,25,Langford Town,2,350,Dine-out
Yes,No,3.6,25,Sarjapur Road,5,150,Delivery
Yes,No,3.9,153,JP Nagar,2,400,Dine-out
No,No,3.4,14,Richmond Road,2,200,Desserts
Yes,No,4.2,384,Bannerghatta Road,1,600,Delivery
Yes,No,3.8,424,Whitefield,4,800,Delivery
No,No,3.700448817952718,0,Marathahalli,2,400,Dine-out
No,No,4.0,395,Marathahalli,3,500,Delivery
Yes,No,3.9,409,JP Nagar,2,500,Delivery
No,No,3.2,7,JP Nagar,1,200,Delivery
No,No,3.6,11,Shivajinagar,2,700,Drinks & nightlife
No,No,3.4,10,Majestic,1,400,Dine-out
Yes,No,3.0,255,Bommanahalli,3,550,Delivery
Yes,No,3.8,58,Basavanagudi,1,150,Dine-out
Yes,No,3.8,1837,Indiranagar,2,900,Dine-out
Yes,Yes,4.2,1430,JP Nagar,2,800,Dine-out
Yes,No,4.1,139,Jayanagar,3,550,Delivery
No,No,3.2,7,Brookefield,2,250,Delivery
No,No,3.7,24,JP Nagar,2,300,Desserts
Yes,No,4.0,94,Brigade Road,1,300,Desserts
Yes,No,4.1,601,BTM,3,700,Delivery
Yes,No,3.700448817952718,0,MG Road,4,800,Dine-out
Yes,No,4.0,558,Indiranagar,3,900,Delivery
No,No,3.700448817952718,0,Thippasandra,2,600,Dine-out
Yes,No,4.2,200,BTM,1,300,Dine-out
Yes,No,3.6,102,Bannerghatta Road,4,500,Delivery
Yes,No,4.1,114,Indiranagar,2,450,Desserts
Yes,No,4.1,67,Koramangala 6th Block,4,1000,Delivery
Yes,No,4.5,236,Rajajinagar,5,500,Delivery
Yes,No,4.1,273,Bellandur,3,800,Delivery
No,No,3.700448817952718,0,Sarjapur Road,8,200,Dine-out
Yes,No,3.1,4,Bannerghatta Road,4,650,Dine-out
No,No,3.8,35,Basaveshwara Nagar,2,400,Delivery
Yes,No,3.0,39,BTM,2,400,Delivery
No,No,3.8,74,Kengeri,2,500,Dine-out
Yes,No,4.5,414,Bannerghatta Road,2,1000,Dine-out
Yes,No,4.1,43,Domlur,2,400,Delivery
Yes,No,3.2,11,Basavanagudi,2,150,Dine-out
Yes,No,4.0,275,Koramangala 3rd Block,1,500,Dine-out
Yes,No,3.5,10,Kumaraswamy Layout,3,400,Delivery
No,No,3.4,9,BTM,1,300,Delivery
Yes,No,3.700448817952718,0,Sarjapur Road,3,300,Dine-out
No,No,3.4,6,Kalyan Nagar,2,350,Dine-out
Yes,No,3.8,26,Marathahalli,3,150,Delivery
No,No,3.7,73,Koramangala 7th Block,3,250,Delivery
Yes,No,3.0,22,Basavanagudi,3,250,Delivery
Yes,No,3.9,519,Banashankari,4,900,Dine-out
Yes,No,3.6,20,Jayanagar,2,250,Delivery
Yes,No,3.6,17,Koramangala 7th Block,5,500,Delivery
Yes,No,3.8,87,HSR,3,400,Delivery
Yes,Yes,4.1,1342,HSR,2,800,Dine-out
Yes,No,3.6,24,Koramangala 7th Block,3,500,Delivery
Yes,No,4.3,336,Koramangala 5th Block,7,800,Delivery
Yes,No,3.8,56,Bannerghatta Road,3,500,Dine-out
Yes,No,3.8,113,Residency Road,4,500,Dine-out
Yes,No,3.6,16,Kalyan Nagar,1,150,Dine-out
No,No,3.5,6,Domlur,4,600,Dine-out
No,No,3.3,7,Marathahalli,2,150,Delivery
No,No,3.0,88,Bellandur,6,500,Delivery
Yes,No,4.1,56,Malleshwaram,1,100,Dine-out
Yes,No,4.1,142,Malleshwaram,2,400,Delivery
Yes,No,3.6,35,Basavanagudi,2,800,Dine-out
No,No,3.5,14,Malleshwaram,2,300,Dine-out
No,No,3.700448817952718,0,Seshadripuram,1,200,Dine-out
Yes,No,3.0,119,Electronic City,3,700,Cafes
No,No,4.0,101,Richmond Road,1,550,Dine-out
No,No,3.4,13,Kammanahalli,3,700,Delivery
Yes,No,3.1,14,CV Raman Nagar,2,500,Dine-out
Yes,No,3.4,6,BTM,2,250,Delivery
No,No,3.7,21,HSR,4,400,Delivery
Yes,No,3.9,514,Whitefield,2,850,Dine-out
Yes,No,4.2,469,BTM,3,400,Delivery
Yes,No,3.1,320,JP Nagar,4,600,Delivery
No,No,3.4,5,BTM,2,400,Delivery
Yes,No,3.1,27,HSR,2,600,Delivery
Yes,No,4.0,201,BTM,1,300,Delivery
No,No,3.4,5,Shanti Nagar,2,250,Desserts
No,No,3.700448817952718,0,Nagawara,1,200,Dine-out
Yes,No,3.8,124,Whitefield,5,400,Cafes
No,No,4.3,995,Koramangala 5th Block,3,350,Delivery
Yes,No,3.6,83,Marathahalli,1,600,Delivery
Yes,No,3.1,6,Kumaraswamy Layout,2,300,Dine-out
Yes,No,3.3,6,Bommanahalli,3,500,Delivery
Yes,No,3.1,29,HSR,3,550,Delivery
Yes,No,3.6,92,Banaswadi,5,400,Dine-out
Yes,No,3.2,127,Bellandur,1,400,Delivery
Yes,No,4.0,155,Rajajinagar,1,500,Desserts
No,No,3.3,4,New BEL Road,4,300,Delivery
Yes,No,3.700448817952718,0,BTM,1,850,Delivery
No,No,3.5,46,Yeshwantpur,5,500,Delivery
Yes,No,4.2,33,Cunningham Road,2,300,Desserts
Yes,No,3.0,11,BTM,2,300,Delivery
Yes,No,3.7,45,Koramangala 8th Block,1,300,Delivery
No,No,3.700448817952718,0,Electronic City,4,200,Delivery
Yes,Yes,3.5,431,Jayanagar,1,800,Delivery
No,No,3.700448817952718,0,Rajajinagar,1,250,Dine-out
Yes,No,3.700448817952718,0,Whitefield,3,250,Dine-out
Yes,No,4.0,115,BTM,3,400,Dine-out
No,No,3.5,17,Electronic City,4,600,Dine-out
Yes,No,4.2,432,Ulsoor,5,700,Delivery
No,No,3.3,59,Basaveshwara Nagar,3,400,Delivery
Yes,No,3.700448817952718,0,Whitefield,2,400,Dine-out
Yes,No,3.2,4,Whitefield,1,300,Dine-out
Yes,Yes,4.4,9079,Koramangala 4th Block,3,600,Delivery
Yes,No,3.5,28,BTM,2,300,Delivery
No,No,4.2,858,Indiranagar,1,600,Dine-out
Yes,No,3.4,10,Vijay Nagar,3,300,Dine-out
No,No,3.9,23,Whitefield,5,200,Delivery
No,No,3.700448817952718,0,Shivajinagar,1,150,Dine-out
Yes,No,3.3,34,BTM,1,500,Delivery
Yes,No,3.7,15,HSR,3,500,Desserts
Yes,No,3.5,178,Marathahalli,4,800,Delivery
Yes,Yes,4.3,945,Church Street,4,750,Dine-out
Yes,No,3.3,9,Sarjapur Road,1,200,Delivery
No,No,3.4,9,Electronic City,1,800,Cafes
Yes,No,4.2,430,Koramangala 1st Block,2,250,Delivery
No,No,3.5,7,Koramangala 1st Block,2,200,Desserts
Yes,No,3.7,23,Richmond Road,3,500,Dine-out
No,No,3.3,9,Electronic City,2,300,Desserts
Yes,No,3.700448817952718,0,Electronic City,2,400,Delivery
Yes,Yes,4.0,2856,Whitefield,4,1100,Pubs and bars
Yes,No,3.0,401,Brookefield,5,500,Dine-out
No,No,3.3,9,HSR,1,150,Dine-out
Yes,No,3.700448817952718,0,JP Nagar,4,200,Delivery
No,Yes,3.9,165,JP Nagar,4,1000,Dine-out
Yes,No,3.6,206,Cunningham Road,2,400,Delivery
Yes,Yes,4.2,2854,Residency Road,7,800,Delivery
Yes,No,3.8,216,Rajajinagar,2,400,Delivery
Yes,No,3.1,10,Indiranagar,2,750,Dine-out
Yes,No,4.0,197,BTM,3,600,Dine-out
Yes,No,4.1,371,Rajajinagar,2,700,Delivery
No,No,3.700448817952718,0,Ejipura,2,400,Delivery
Yes,No,3.8,30,Sahakara Nagar,3,400,Delivery
Yes,No,3.4,4,Kalyan Nagar,2,400,Delivery
Yes,No,3.3,15,Bannerghatta Road,1,350,Delivery
Yes,No,4.2,140,HSR,2,800,Delivery
Yes,No,3.6,88,Electronic City,3,400,Dine-out
Yes,No,4.0,3128,Kammanahalli,4,750,Buffet
Yes,No,3.5,7,Ulsoor,2,200,Delivery
No,No,3.700448817952718,0,Ejipura,2,150,Delivery
No,No,3.1,29,Banashankari,1,150,Dine-out
No,No,4.0,40,Koramangala 6th Block,2,300,Delivery
Yes,No,3.700448817952718,0,Koramangala 5th Block,4,300,Delivery
No,No,3.700448817952718,0,City Market,1,200,Dine-out
No,No,3.9,124,Koramangala 4th Block,2,500,Desserts
Yes,No,3.9,169,Frazer Town,4,600,Delivery
Yes,No,3.5,9,Kammanahalli,4,400,Delivery
Yes,No,3.7,214,Whitefield,1,700,Delivery
Yes,No,3.4,63,Banaswadi,3,500,Delivery
Yes,No,3.3,37,Electronic City,2,600,Desserts
Yes,No,3.3,5,Magadi Road,2,300,Delivery
Yes,No,4.1,162,HSR,1,400,Delivery
Yes,No,4.2,1770,St. Marks Road,2,750,Delivery
Yes,Yes,4.1,336,Jayanagar,8,700,Dine-out
No,No,3.6,26,BTM,1,150,Delivery
Yes,No,3.9,190,Jeevan Bhima Nagar,2,250,Dine-out
Yes,No,3.7,279,Brigade Road,3,800,Dine-out
Yes,No,4.0,684,Koramangala 5th Block,3,250,Delivery
Yes,No,3.8,210,Whitefield,3,350,Dine-out
Yes,No,3.4,61,Sarjapur Road,2,250,Delivery
Yes,No,3.1,16,Whitefield,1,300,Delivery
Yes,No,4.2,146,JP Nagar,2,600,Delivery
Yes,No,3.700448817952718,0,Jayanagar,2,500,Desserts
Yes,No,3.6,21,Jayanagar,2,150,Dine-out
Yes,No,3.7,48,Bellandur,2,400,Dine-out
Yes,No,4.4,2697,Indiranagar,3,550,Delivery
Yes,No,3.7,33,JP Nagar,4,400,Dine-out
No,No,3.8,80,Indiranagar,2,250,Desserts
No,No,3.700448817952718,0,Richmond Road,2,300,Dine-out
Yes,No,4.0,69,Koramangala 6th Block,4,1000,Dine-out
No,No,3.5,17,East Bangalore,3,500,Delivery
Yes,No,3.6,484,HSR,4,700,Delivery
No,No,3.700448817952718,0,Uttarahalli,2,300,Delivery
Yes,No,3.6,44,Brigade Road,1,300,Dine-out
Yes,No,3.8,133,Basavanagudi,2,200,Delivery
Yes,No,4.0,189,Koramangala 1st Block,2,300,Delivery
Yes,No,3.700448817952718,0,HSR,2,400,Delivery
Yes,No,3.700448817952718,0,Jayanagar,2,300,Dine-out
No,No,3.7,85,Kalyan Nagar,3,200,Dine-out
Yes,No,3.8,351,HSR,1,300,Delivery
Yes,No,4.3,509,Whitefield,2,400,Delivery
Yes,No,3.700448817952718,0,JP Nagar,1,250,Delivery
Yes,No,3.9,199,Indiranagar,2,400,Dine-out
Yes,No,4.1,332,Indiranagar,3,800,Desserts
Yes,No,4.1,6943,Koramangala 5th Block,4,750,Buffet
Yes,No,3.700448817952718,0,JP Nagar,2,80,Desserts
No,No,3.3,6,Sanjay Nagar,2,350,Delivery
Yes,No,3.1,25,Banaswadi,3,400,Delivery
No,No,3.4,27,Marathahalli,3,550,Delivery
Yes,No,3.9,89,Koramangala 5th Block,3,400,Delivery
Yes,Yes,3.5,60,Electronic City,4,400,Delivery
Yes,No,3.5,40,BTM,2,350,Dine-out
Yes,No,3.5,17,Kanakapura Road,3,450,Delivery
No,No,3.5,8,Domlur,3,250,Dine-out
No,No,3.8,30,BTM,2,300,Dine-out
Yes,Yes,4.2,2855,Residency Road,7,800,Desserts
No,No,3.8,33,Koramangala 8th Block,1,400,Dine-out
Yes,No,3.7,24,Koramangala 7th Block,1,550,Dine-out
Yes,No,3.4,34,HSR,2,900,Delivery
Yes,No,4.1,93,HSR,4,700,Delivery
Yes,Yes,3.9,561,Bannerghatta Road,1,900,Delivery
Yes,No,3.7,38,Marathahalli,2,600,Delivery
Yes,No,3.8,59,Commercial Street,2,300,Dine-out
Yes,No,3.9,26,Brookefield,2,300,Delivery
Yes,No,3.1,54,Indiranagar,1,500,Delivery
Yes,No,4.0,183,JP Nagar,2,400,Delivery
Yes,No,4.3,1593,Koramangala 5th Block,5,550,Delivery
Yes,No,3.5,12,BTM,1,150,Delivery
Yes,No,3.4,83,HSR,4,800,Delivery
No,No,3.2,5,Race Course Road,2,700,Dine-out
No,No,4.0,147,BTM,2,400,Delivery
No,No,3.700448817952718,0,Banaswadi,3,350,Dine-out
No,No,3.7,145,Richmond Road,3,1000,Cafes
No,No,3.700448817952718,0,Bommanahalli,1,200,Dine-out
Yes,No,3.7,18,Brigade Road,2,200,Desserts
No,No,4.2,583,Indiranagar,2,700,Desserts
Yes,No,3.700448817952718,0,Koramangala 4th Block,2,200,Delivery
Yes,No,4.2,1063,Koramangala 5th Block,3,800,Dine-out
Yes,No,3.700448817952718,0,Ejipura,1,400,Delivery
Yes,No,3.5,7,HSR,1,100,Delivery
Yes,No,3.9,46,HSR,5,300,Desserts
Yes,No,4.3,1133,Infantry Road,3,800,Cafes
Yes,No,3.8,69,Marathahalli,3,400,Dine-out
No,No,3.7,11,Shivajinagar,1,200,Dine-out
Yes,No,3.8,208,BTM,3,650,Delivery
No,No,3.700448817952718,0,Thippasandra,1,300,Delivery
No,Yes,4.3,1145,Malleshwaram,2,1100,Dine-out
No,No,3.700448817952718,0,Koramangala 1st Block,2,150,Delivery
Yes,No,3.9,124,HSR,4,600,Delivery
Yes,No,3.8,88,Kalyan Nagar,4,400,Delivery
Yes,Yes,4.4,1339,Kalyan Nagar,5,800,Dine-out
No,No,3.2,4,Whitefield,2,200,Delivery
Yes,No,3.9,34,Ejipura,1,300,Delivery
Yes,No,3.0,75,Rajajinagar,3,300,Delivery
Yes,No,4.0,412,Koramangala 5th Block,1,300,Delivery
Yes,No,3.5,12,BTM,1,250,Delivery
Yes,No,3.7,129,Indiranagar,3,40,Delivery
Yes,No,3.700448817952718,0,Shivajinagar,2,200,Dine-out
Yes,No,4.3,327,Church Street,2,800,Delivery
Yes,No,3.5,13,Marathahalli,3,500,Delivery
Yes,No,3.7,32,Indiranagar,3,500,Dine-out
Yes,No,3.6,323,Bannerghatta Road,2,800,Delivery
Yes,No,4.1,342,Marathahalli,5,200,Delivery
Yes,No,4.4,149,Koramangala 5th Block,2,350,Desserts
Yes,No,3.9,193,Indiranagar,2,600,Delivery
Yes,No,3.7,420,Jayanagar,4,700,Dine-out
Yes,Yes,3.7,291,Koramangala 4th Block,4,750,Dine-out
Yes,No,3.7,33,Koramangala 7th Block,2,400,Delivery
No,Yes,4.0,930,Brigade Road,2,800,Delivery
Yes,No,3.7,66,Whitefield,1,200,Delivery
Yes,No,3.700448817952718,0,Marathahalli,3,300,Delivery
Yes,No,4.0,1972,Whitefield,3,600,Dine-out
Yes,No,3.9,410,JP Nagar,2,500,Dine-out
Yes,No,3.7,38,Whitefield,2,300,Dine-out
Yes,No,3.6,21,Indiranagar,3,300,Delivery
Yes,No,3.9,180,HSR,3,600,Delivery
Yes,Yes,3.9,72,Electronic City,2,600,Delivery
Yes,No,3.7,217,JP Nagar,3,500,Dine-out
Yes,No,3.8,93,Koramangala 1st Block,3,550,Dine-out
Yes,No,4.0,515,Koramangala 7th Block,2,750,Delivery
Yes,No,4.0,63,Koramangala 6th Block,3,400,Dine-out
Yes,No,3.6,29,Koramangala 7th Block,2,400,Delivery
Yes,No,4.0,91,Nagawara,2,500,Delivery
Yes,No,4.3,3178,Bannerghatta Road,4,750,Buffet
Yes,No,3.6,17,Malleshwaram,1,400,Desserts
No,No,3.1,4,Bannerghatta Road,3,500,Dine-out
No,No,3.4,6,Marathahalli,1,400,Desserts
Yes,No,3.7,27,BTM,2,300,Delivery
Yes,Yes,4.0,341,Bellandur,4,1000,Cafes
Yes,No,3.2,21,BTM,2,600,Delivery
Yes,No,3.7,50,Bellandur,1,500,Dine-out
Yes,No,4.0,297,Kalyan Nagar,1,350,Delivery
Yes,No,4.2,510,Sarjapur Road,4,800,Cafes
Yes,No,3.5,4,Malleshwaram,2,250,Delivery
No,No,3.700448817952718,0,Electronic City,1,500,Delivery
No,No,3.1,17,Vasanth Nagar,2,250,Delivery
Yes,No,3.4,334,Indiranagar,3,550,Dine-out
Yes,No,4.0,75,Koramangala 8th Block,2,400,Cafes
Yes,No,3.7,33,Indiranagar,1,250,Delivery
Yes,No,3.8,724,Indiranagar,2,500,Dine-out
Yes,Yes,4.0,127,HSR,4,900,Dine-out
No,No,3.700448817952718,0,Electronic City,2,250,Dine-out
Yes,No,3.2,84,Domlur,2,600,Dine-out
Yes,No,3.700448817952718,0,Jayanagar,2,300,Delivery
Yes,No,3.700448817952718,0,Shivajinagar,1,200,Desserts
No,No,3.2,4,BTM,1,300,Delivery
Yes,No,3.8,46,Koramangala 7th Block,3,400,Dine-out
Yes,No,3.6,90,Koramangala 7th Block,2,500,Delivery
Yes,No,4.0,3128,Kammanahalli,4,750,Delivery
Yes,No,3.8,18,HSR,2,500,Delivery
Yes,No,4.0,41,Bannerghatta Road,4,400,Delivery
Yes,No,3.9,25,Electronic City,3,250,Delivery
Yes,No,3.7,80,Ulsoor,2,300,Delivery
Yes,No,3.4,275,Electronic City,3,450,Dine-out
No,No,3.6,10,Indiranagar,1,250,Desserts
Yes,No,4.0,85,Residency Road,4,400,Delivery
Yes,No,3.700448817952718,0,Ulsoor,2,200,Delivery
Yes,No,3.6,17,Jalahalli,2,600,Desserts
Yes,No,3.7,56,New BEL Road,3,400,Delivery
Yes,No,3.700448817952718,0,HSR,1,500,Delivery
Yes,Yes,4.1,603,Koramangala 6th Block,4,1100,Delivery
Yes,No,3.700448817952718,0,Whitefield,3,500,Cafes
No,No,3.700448817952718,0,Brookefield,2,500,Delivery
No,No,3.4,12,BTM,3,300,Dine-out
Yes,No,3.700448817952718,0,JP Nagar,2,300,Delivery
Yes,No,3.6,11,Sarjapur Road,1,150,Dine-out
No,No,3.8,14,HSR,3,250,Dine-out
Yes,No,3.9,237,Koramangala 1st Block,2,250,Delivery
Yes,No,3.700448817952718,0,Kumaraswamy Layout,2,150,Delivery
Yes,No,4.5,2416,Malleshwaram,1,150,Delivery
No,No,3.700448817952718,0,Wilson Garden,3,450,Dine-out
Yes,No,3.700448817952718,0,Koramangala 1st Block,4,300,Dine-out
No,No,3.7,127,BTM,1,200,Dine-out
Yes,No,3.9,291,Malleshwaram,5,300,Delivery
No,No,3.700448817952718,0,Race Course Road,2,900,Desserts
Yes,No,3.2,5,Ejipura,2,300,Dine-out
Yes,No,4.5,155,Jayanagar,2,300,Delivery
Yes,No,3.700448817952718,0,Nagawara,2,200,Delivery
Yes,No,3.700448817952718,0,BTM,2,400,Delivery
Yes,No,3.8,42,Banashankari,3,300,Dine-out
Yes,No,3.5,11,Jayanagar,1,200,Dine-out
Yes,No,3.8,111,RT Nagar,3,750,Delivery
No,No,3.6,47,Brigade Road,1,350,Cafes
Yes,No,4.5,556,BTM,2,400,Delivery
Yes,No,3.3,17,Nagawara,4,450,Delivery
Yes,No,3.8,232,Frazer Town,2,500,Delivery
Yes,Yes,3.700448817952718,0,Koramangala 5th Block,3,900,Delivery
Yes,No,4.4,7210,Koramangala 5th Block,4,600,Delivery
No,No,3.700448817952718,0,Electronic City,3,250,Dine-out
No,No,3.8,35,Koramangala 5th Block,3,400,Desserts
Yes,No,3.7,15,HSR,1,250,Dine-out
Yes,No,4.0,19,Koramangala 1st Block,2,500,Delivery
No,No,3.1,5,Bellandur,2,400,Dine-out
Yes,Yes,4.0,1129,Indiranagar,1,1000,Dine-out
Yes,No,3.6,64,BTM,1,400,Delivery
Yes,No,3.700448817952718,0,HBR Layout,1,600,Delivery
Yes,No,3.9,24,Indiranagar,2,700,Delivery
Yes,No,3.6,59,Kumaraswamy Layout,1,700,Delivery
Yes,No,4.0,71,Indiranagar,1,400,Desserts
Yes,No,3.8,18,Koramangala 5th Block,1,500,Cafes
Yes,No,4.0,18,BTM,2,100,Delivery
Yes,No,3.6,16,BTM,2,300,Dine-out
No,No,3.700448817952718,0,Rajajinagar,2,200,Dine-out
No,No,3.700448817952718,0,North Bangalore,2,300,Delivery
No,No,3.700448817952718,0,Jayanagar,2,300,Dine-out
Yes,No,4.1,119,Richmond Road,6,700,Dine-out
Yes,No,3.7,31,Marathahalli,2,700,Delivery
No,No,3.8,47,Koramangala 5th Block,2,600,Dine-out
No,No,3.700448817952718,0,Whitefield,2,200,Delivery
No,No,3.700448817952718,0,Vasanth Nagar,1,600,Delivery
No,No,3.9,625,Koramangala 5th Block,2,600,Delivery
Yes,No,4.1,739,JP Nagar,2,500,Delivery
No,No,3.7,22,Banashankari,1,500,Delivery
Yes,No,4.0,162,Electronic City,8,300,Dine-out
Yes,No,4.0,195,Koramangala 6th Block,2,500,Delivery
Yes,No,3.3,6,Bommanahalli,1,300,Delivery
Yes,No,3.6,9,New BEL Road,3,300,Delivery
Yes,Yes,4.3,1907,Jayanagar,4,800,Delivery
Yes,No,4.4,792,HSR,4,700,Delivery
Yes,No,3.7,15,Koramangala 4th Block,1,400,Delivery
Yes,No,4.2,577,New BEL Road,2,600,Delivery
Yes,No,4.1,271,Koramangala 1st Block,6,500,Dine-out
No,No,3.5,13,South Bangalore,2,300,Delivery
Yes,No,4.3,3547,Church Street,5,650,Delivery
Yes,Yes,4.3,1033,Race Course Road,3,850,Dine-out
Yes,No,4.1,110,Indiranagar,2,150,Delivery
No,No,3.3,5,HSR,1,650,Delivery
No,No,3.700448817952718,0,Sanjay Nagar,3,400,Delivery
Yes,No,3.6,95,Infantry Road,4,650,Delivery
Yes,No,4.4,403,Seshadripuram,2,400,Desserts
Yes,No,3.2,789,Brookefield,5,400,Delivery
Yes,No,3.3,6,Indiranagar,1,300,Delivery
Yes,No,3.7,38,Marathahalli,1,300,Delivery
No,No,3.9,123,Whitefield,2,400,Delivery
Yes,No,3.8,257,Koramangala,2,300,Delivery
No,No,3.700448817952718,0,Old Airport Road,2,150,Delivery
Yes,No,3.4,22,Banashankari,1,200,Delivery
Yes,No,3.8,37,Jayanagar,2,200,Delivery
Yes,No,3.4,35,BTM,1,500,Delivery
No,Yes,4.1,93,Residency Road,3,1000,Delivery
Yes,No,3.7,31,BTM,1,150,Delivery
Yes,No,4.0,218,Bellandur,1,400,Dine-out
Yes,No,3.6,11,Shivajinagar,1,50,Cafes
Yes,No,3.9,195,Brookefield,3,300,Delivery
No,No,3.4,7,KR Puram,2,400,Delivery
Yes,Yes,4.0,938,Church Street,4,1000,Delivery
Yes,No,3.1,6,Nagawara,2,250,Delivery
Yes,No,3.7,19,Infantry Road,3,400,Desserts
Yes,No,3.7,214,New BEL Road,2,900,Dine-out
Yes,No,3.700448817952718,0,HBR Layout,1,500,Delivery
No,No,3.0,7,Jayanagar,3,300,Dine-out
No,No,3.4,10,Banaswadi,1,100,Delivery
Yes,No,4.2,166,Bellandur,2,450,Dine-out
Yes,No,3.7,45,Electronic City,2,500,Delivery
No,No,3.700448817952718,0,Koramangala 8th Block,7,300,Delivery
Yes,No,3.9,39,Brookefield,3,250,Delivery
Yes,No,3.2,7,Banashankari,2,200,Delivery
No,No,3.7,24,JP Nagar,2,300,Delivery
No,No,4.2,142,Frazer Town,1,500,Delivery
Yes,No,3.8,28,Koramangala 1st Block,3,400,Delivery
No,No,4.0,64,Basavanagudi,1,200,Dine-out
No,No,4.2,592,Indiranagar,2,700,Dine-out
No,No,4.0,112,Thippasandra,1,150,Dine-out
Yes,No,4.3,549,Whitefield,6,500,Delivery
Yes,No,3.6,30,Vasanth Nagar,1,300,Delivery
Yes,No,3.1,6,Kumaraswamy Layout,2,300,Delivery
Yes,No,3.6,144,HSR,1,150,Delivery
Yes,Yes,4.5,1879,BTM,3,900,Cafes
Yes,No,4.0,781,Church Street,1,650,Delivery
No,No,3.8,15,Marathahalli,2,400,Dine-out
Yes,No,4.1,128,Vasanth Nagar,1,650,Delivery
Yes,Yes,3.9,418,Electronic City,4,800,Delivery
No,Yes,4.2,210,MG Road,4,1000,Dine-out
No,No,3.3,9,JP Nagar,2,150,Desserts
No,No,3.5,15,BTM,1,400,Delivery
Yes,No,3.1,44,Electronic City,2,450,Delivery
Yes,No,3.8,36,Kammanahalli,2,500,Delivery
Yes,Yes,4.4,192,Koramangala 3rd Block,1,1000,Cafes
No,No,3.9,378,Residency Road,3,1000,Dine-out
Yes,No,3.5,13,Electronic City,2,200,Dine-out
Yes,No,3.2,115,HSR,4,700,Delivery
No,No,3.6,19,Electronic City,3,400,Dine-out
Yes,No,4.0,539,Bannerghatta Road,4,800,Dine-out
No,No,3.700448817952718,0,HSR,1,400,Delivery
Yes,No,4.0,122,"Varthur Main Road, Whitefield",4,800,Delivery
Yes,No,4.3,153,Indiranagar,3,600,Cafes
Yes,No,3.700448817952718,0,HSR,1,400,Delivery
Yes,Yes,3.4,215,Jayanagar,4,1000,Dine-out
Yes,No,3.5,250,Malleshwaram,3,300,Delivery
No,No,3.700448817952718,0,Domlur,1,300,Delivery
Yes,No,4.0,200,JP Nagar,4,400,Dine-out
Yes,No,3.8,1073,BTM,1,500,Delivery
No,No,4.1,239,Sarjapur Road,3,500,Dine-out
Yes,No,3.9,241,Indiranagar,4,800,Delivery
Yes,No,3.2,34,JP Nagar,2,150,Desserts
No,No,4.2,1012,Whitefield,1,700,Cafes
Yes,No,3.6,794,Bannerghatta Road,3,550,Delivery
Yes,No,3.2,35,Shivajinagar,2,350,Delivery
No,No,3.6,39,BTM,2,400,Dine-out
Yes,No,3.0,253,Jeevan Bhima Nagar,2,500,Delivery
No,No,3.4,13,Kalyan Nagar,1,100,Dine-out
No,No,3.8,41,Frazer Town,1,500,Desserts
Yes,No,3.6,67,Brookefield,1,400,Desserts
Yes,Yes,3.9,1636,Whitefield,6,900,Delivery
No,No,3.3,7,BTM,3,250,Desserts
Yes,Yes,3.700448817952718,0,Indiranagar,5,1000,Dine-out
Yes,No,3.700448817952718,0,Brigade Road,2,400,Dine-out
No,No,3.4,8,Koramangala 7th Block,2,100,Dine-out
Yes,No,3.5,23,Jayanagar,2,300,Dine-out
Yes,Yes,4.0,210,Indiranagar,5,800,Desserts
No,No,4.3,1303,Marathahalli,5,1000,Dine-out
Yes,No,4.4,223,MG Road,4,700,Delivery
Yes,No,3.700448817952718,0,Bellandur,2,300,Dine-out
Yes,No,3.6,13,JP Nagar,3,500,Delivery
Yes,No,3.2,10,Bellandur,1,800,Dine-out
Yes,No,3.6,73,Koramangala 5th Block,1,700,Dine-out
Yes,No,3.8,24,BTM,2,700,Delivery
No,Yes,3.8,21,Basavanagudi,3,800,Dine-out
No,No,3.7,20,Marathahalli,2,700,Dine-out
Yes,No,4.0,64,Indiranagar,1,400,Delivery
No,No,3.700448817952718,0,Electronic City,3,350,Dine-out
Yes,No,3.8,26,Kalyan Nagar,1,400,Dine-out
No,No,3.4,14,Old Airport Road,3,300,Delivery
No,No,3.700448817952718,0,Electronic City,1,300,Cafes
Yes,No,3.9,268,Banaswadi,2,600,Dine-out
Yes,No,3.4,9,Shivajinagar,1,300,Dine-out
Yes,No,3.3,11,HSR,3,400,Delivery
Yes,No,3.700448817952718,0,Electronic City,3,500,Dine-out
